"Calabaza", 21.92, 792
"Lechuga", 46.44, 855
"Frambuesa", 2010.19, 101
"Zuccini", 66.16, 654
"Sandía", 65.35, 963
"Ciruela", 960.60, 729
"Caqui", 802.88, 109
"Manzana", 135.02, 840
"Rabanito", 222.86, 336
"Brócoli", 335.76, 424
"Kiwi", 459.05, 400
"Ciruela", 970.86, 1026
"Espárrago", 612.31, 196
"Brócoli", 373.89, 412
"Calabaza", 14.39, 856
"Mandarina", 12.26, 1010
"Manzana", 148.97, 870
"Kiwi", 399.99, 404
"Cebolla", 61.55, 848
"Limon", 331.48, 616
"Naranja", 8.90, 920
"Palta", 1122.77, 468
"Durazno", 152.29, 752
"Pepino", 30.00, 560
"Naranja", 11.30, 840
"Rabanito", 204.61, 288
"Kinoto", 30.53, 188
"Banana", 59.51, 920
"Acelga", 22.67, 765
"Alcachofa", 127.17, 345
"Champignon", 3549.43, 81
"Champignon", 3527.63, 85
"Cereza", 982.98, 198
"Sandía", 65.11, 747
"Lima", 1206.54, 162
"Durazno", 221.52, 952
"Caqui", 807.70, 88
"Lima", 1282.56, 214
"Kinoto", 30.23, 178
"Brócoli", 356.66, 384
"Kinoto", 35.23, 202
"Calabaza", 24.42, 712
"Coliflor", 28.70, 555
"Caqui", 810.49, 99
"Palta", 498.48, 520
"Ajo", 889.55, 94
"Calabaza", 20.33, 768
"Durazno", 179.09, 688
"Acelga", 14.88, 1008
"Ciruela", 945.90, 873
"Higo", 2475.02, 86
"Mandarina", 18.99, 970
"Palta", 493.20, 455
"Durazno", 165.43, 680
"Alcachofa", 140.44, 279
"Alcachofa", 141.93, 360
"Palta", 503.15, 500
"Zanahoria", 32.74, 528
"Tomate", 758.58, 936
"Batata", 20.21, 1000
"Durazno", 278.42, 912
"Zanahoria", 33.41, 660
"Kinoto", 23.04, 188
"Espárrago", 598.15, 214
"Cereza", 1037.94, 180
"Berenjena", 61.01, 606
"Espárrago", 633.75, 226
"Durazno", 256.31, 856
"Batata", 19.60, 910
"Coliflor", 25.66, 425
"TomCherry", 585.37, 192
"Brócoli", 388.25, 420
"Pera", 136.15, 1130
"Coliflor", 34.70, 445
"Lima", 1236.00, 166
"Repollo", 6.07, 812
"Alcachofa", 144.69, 357
"Palta", 478.65, 430
"Pepino", 43.74, 560
"Durazno", 161.73, 728
"Melón", 92.61, 388
"Melón", 86.56, 368
"Coliflor", 39.92, 455
"Calabaza", 27.07, 672
"Palta", 1169.27, 480
"Ciruela", 971.73, 936
"Champignon", 3612.39, 112
"Calabaza", 19.51, 704
"TomCherry", 517.08, 178
"Apio", 67.18, 345
"Batata", 16.18, 1070
"Mandarina", 10.45, 1110
"Kinoto", 31.49, 170
"Champignon", 3597.76, 89
"Zuccini", 85.90, 636
"Ciruela", 943.75, 837
"Naranja", 23.64, 1110
"Batata", 22.29, 890
"Pomelo", 36.97, 792
"Lima", 1329.13, 176
"Limon", 348.00, 819
"Repollo", 5.97, 567
"Durazno", 257.45, 736
"Zanahoria", 36.16, 594
"TomCherry", 561.75, 238
"Palta", 428.32, 465
"Pera", 162.75, 1060
"Lima", 968.18, 232
"Champignon", 3622.76, 114
"Mandarina", 11.13, 820
"Lechuga", 41.81, 1008
"Naranja", 16.10, 1120
"Banana", 50.54, 1110
"Papa", 16.32, 1010
"Cereza", 1052.37, 194
"Pomelo", 53.00, 954
"Frutilla", 268.12, 324
"Kiwi", 447.77, 412
"Mandarina", 14.37, 980
"Pomelo", 49.00, 909
"Frutilla", 300.74, 288
"Sandía", 74.66, 936
"Papa", 18.82, 870
"Lima", 1388.78, 212
"Naranja", 13.89, 890
"Apio", 59.37, 300
"Alcachofa", 147.70, 285
"Higo", 2571.52, 101
"Cebolla", 65.63, 848
"Champignon", 3605.95, 104
"Zanahoria", 39.27, 654
"Manzana", 136.80, 820
"Limon", 318.39, 819
"Pepino", 39.81, 555
"Durazno", 104.16, 656
"Lima", 1031.98, 208
"Palta", 514.37, 595
"Limon", 300.58, 714
"Acelga", 20.05, 729
"Pomelo", 51.13, 1071
"Lima", 1034.08, 230
"Apio", 49.41, 291
"Mandarina", 14.96, 830
"Melón", 123.13, 472
"Repollo", 1.64, 637
"Mandarina", 25.84, 1200
"Mandarina", 25.67, 1160
"Acelga", 20.29, 846
"Batata", 17.81, 870
"Frambuesa", 2103.15, 87
"Acelga", 23.44, 954
"Lima", 1199.04, 220
"Zanahoria", 31.84, 612
"Cereza", 1030.77, 162
"Manzana", 166.30, 940
"Kinoto", 34.19, 224
"Frambuesa", 2046.04, 87
"Frambuesa", 2135.96, 113
"Caqui", 787.62, 98
"TomCherry", 555.48, 234
"Sandía", 69.42, 927
"Cereza", 1004.74, 208
"Naranja", 11.76, 1180
"Cebolla", 60.50, 680
"Lima", 1023.94, 238
"Frambuesa", 2033.43, 114
"Naranja", 15.96, 960
"Lechuga", 54.05, 864
"Repollo", 7.69, 637
"Cebolla", 59.11, 640
"Choclo", 69.16, 288
"Calabaza", 24.07, 880
"Durazno", 289.78, 648
"Pera", 142.84, 850
"Calabaza", 25.73, 712
"Coliflor", 29.63, 480
"Papa", 9.33, 890
"Cebolla", 72.50, 784
"Espárrago", 601.98, 166
"Melón", 109.25, 320
"Pepino", 36.57, 565
"Naranja", 9.35, 830
"Coliflor", 33.96, 445
"Durazno", 159.22, 904
"Acelga", 23.61, 846
"Zanahoria", 25.67, 588
"Kinoto", 38.64, 194
"Mandarina", 16.88, 1120
"Batata", 23.47, 940
"Naranja", 12.35, 1190
"Frambuesa", 1994.78, 84
"Pepino", 39.80, 435
"Lechuga", 40.87, 927
"Palta", 531.29, 465
"Frambuesa", 1976.85, 108
"Lima", 1441.14, 228
"Tomate", 723.76, 900
"Mandarina", 8.12, 800
"Caqui", 841.95, 115
"Choclo", 60.85, 273
"Calabaza", 27.01, 648
"Limon", 327.59, 602
"Berenjena", 42.23, 498
"Frambuesa", 2093.03, 117
"Cereza", 982.16, 190
"Banana", 55.72, 850
"Lima", 999.96, 160
"Durazno", 164.24, 792
"Cereza", 987.22, 182
"Banana", 63.68, 810
"Manzana", 135.95, 940
"Naranja", 14.72, 890
"Kinoto", 38.58, 190
"Alcachofa", 140.20, 240
"Lechuga", 50.98, 747
"Berenjena", 60.92, 510
"Naranja", 20.82, 980
"Frutilla", 298.83, 309
"Limon", 342.28, 693
"Choclo", 64.58, 279
"Melón", 94.03, 476
"Zuccini", 79.78, 654
"Higo", 2525.22, 111
"Uva", 718.62, 336
"Coliflor", 34.01, 520
"Kinoto", 35.65, 240
"Naranja", 15.33, 970
"Naranja", 10.32, 940
"Papa", 16.85, 1180
"Sandía", 64.75, 747
"Pepino", 41.86, 520
"Pepino", 37.83, 400
"Limon", 298.98, 686
"Pera", 147.77, 920
"Naranja", 12.73, 820
"Repollo", 4.04, 707
"Espárrago", 613.02, 216
"Brócoli", 353.69, 360
"Zanahoria", 32.65, 624
"Apio", 60.21, 309
"Limon", 330.32, 721
"Mandarina", 30.51, 840
"Coliflor", 37.54, 475
"Choclo", 53.00, 321
"Melón", 91.99, 476
"Naranja", 16.54, 1170
"Champignon", 3447.26, 105
"Durazno", 160.88, 816
"Frambuesa", 2052.62, 94
"Champignon", 3456.89, 104
"Melón", 116.81, 364
"Durazno", 282.49, 856
"Coliflor", 21.44, 555
"Batata", 15.20, 1200
"Cereza", 1021.85, 228
"Zanahoria", 40.04, 546
"Kiwi", 441.60, 356
"Berenjena", 54.10, 504
"Morrón", 2972.08, 678
"Ajo", 864.91, 90
"Kiwi", 436.70, 372
"Zuccini", 79.48, 564
"Pepino", 45.82, 415
"Sandía", 64.85, 954
"Acelga", 18.32, 882
"Berenjena", 56.05, 642
"Zuccini", 96.16, 540
"Zanahoria", 34.16, 654
"Apio", 47.56, 315
"Mandarina", 30.27, 1200
"Acelga", 22.66, 918
"Lechuga", 44.60, 747
"Berenjena", 54.96, 684
"Espárrago", 671.11, 224
"Espárrago", 632.66, 220
"Frambuesa", 2146.28, 107
"Palta", 1113.53, 464
"Alcachofa", 159.07, 267
"Melón", 102.07, 472
"Durazno", 182.09, 824
"Manzana", 141.71, 870
"Cebolla", 59.75, 696
"Calabaza", 17.04, 656
"Lima", 1365.94, 230
"Ajo", 899.85, 86
"TomCherry", 551.01, 188
"Durazno", 264.65, 736
"Zanahoria", 41.30, 534
"Uva", 692.99, 360
"Batata", 23.00, 990
"Uva", 698.67, 339
"Manzana", 132.54, 930
"Durazno", 173.85, 952
"Higo", 2500.02, 107
"Durazno", 267.91, 688
"Papa", 13.52, 1060
"Palta", 1101.89, 360
"Frutilla", 284.42, 300
"Pomelo", 46.87, 765
"Naranja", 6.04, 850
"Kiwi", 432.50, 428
"Palta", 1103.26, 424
"Limon", 304.58, 595
"Lima", 985.06, 216
"Repollo", 1.99, 735
"Repollo", 4.73, 777
"Lima", 1169.27, 226
"Cebolla", 66.88, 808
"Limon", 308.94, 840
"Lima", 1048.34, 186
"Frambuesa", 2080.54, 114
"Morrón", 2995.68, 696
"Lima", 1086.26, 180
"Pera", 155.50, 810
"Rabanito", 221.35, 339
"Lima", 1374.67, 198
"Durazno", 136.27, 712
"Brócoli", 380.41, 328
"Choclo", 62.35, 303
"Lima", 1290.94, 206
"Naranja", 19.79, 930
"Cebolla", 65.08, 776
"Zuccini", 91.04, 558
"Acelga", 20.49, 1008
"Banana", 64.47, 870
"Manzana", 150.56, 1060
"Repollo", 3.66, 819
"Kinoto", 44.58, 174
"Rabanito", 232.25, 303
"Kiwi", 465.82, 356
"Morrón", 2952.79, 678
"Durazno", 159.75, 840
"Frutilla", 304.65, 312
"Ciruela", 960.78, 837
"Cereza", 1046.63, 212
"Choclo", 46.94, 348
"Calabaza", 17.84, 696
"Calabaza", 15.27, 952
"Zuccini", 67.89, 618
"Kinoto", 33.12, 230
"Sandía", 76.07, 738
"Uva", 733.34, 309
"Cereza", 1016.45, 232
"Naranja", 18.65, 840
"Champignon", 3564.41, 107
"Durazno", 178.57, 640
"Champignon", 3520.86, 116
"Naranja", 14.32, 1110
"Lima", 1419.63, 238
"Acelga", 27.43, 1080
"Limon", 331.59, 623
"Banana", 60.81, 1020
"Lechuga", 40.65, 774
"Choclo", 71.06, 318
"Uva", 726.33, 339
"Lima", 1021.69, 222
"Higo", 2572.66, 88
"Lima", 1172.46, 192
"Frutilla", 308.35, 360
"Apio", 58.48, 318
"Pomelo", 43.70, 1008
"Cereza", 1028.31, 178
"Acelga", 30.58, 855
"Batata", 15.89, 1170
"Kinoto", 31.87, 196
"Sandía", 54.61, 1026
"Cereza", 1040.00, 184
"Manzana", 155.16, 850
"Frutilla", 299.86, 243
"Lechuga", 44.14, 1035
"Acelga", 22.71, 1044
"Zanahoria", 32.63, 588
"Berenjena", 56.79, 486
"Uva", 722.26, 306
"Morrón", 2944.40, 504
"Ajo", 898.79, 102
"Durazno", 286.47, 800
"Palta", 1193.40, 456
"Lima", 1259.74, 160
"Alcachofa", 156.80, 321
"Palta", 504.10, 465
"Durazno", 252.43, 872
"Banana", 57.33, 1050
"Pepino", 37.48, 550
"Lima", 1240.58, 206
"Naranja", 7.42, 880
"Repollo", 6.83, 763
"Naranja", 9.93, 1130
"Naranja", 11.91, 800
"Lima", 1215.61, 230
"Naranja", 11.21, 1090
"Brócoli", 357.74, 368
"Tomate", 751.41, 765
"Kinoto", 32.53, 210
"Uva", 730.82, 264
"Ciruela", 919.70, 873
"Lima", 1340.02, 224
"Champignon", 3623.45, 120
"Sandía", 48.40, 945
"Alcachofa", 127.94, 249
"Lima", 1210.39, 236
"Pepino", 39.91, 540
"Limon", 333.97, 672
"Kinoto", 34.67, 180
"Pepino", 38.11, 415
"Caqui", 767.72, 80
"Batata", 18.88, 1070
"Durazno", 266.09, 728
"Ajo", 894.15, 112
"Rabanito", 200.38, 348
"Acelga", 10.85, 774
"Lima", 1061.10, 232
"Durazno", 171.95, 784
"Berenjena", 45.88, 540
"Rabanito", 220.80, 285
"Frutilla", 271.64, 360
"Coliflor", 40.85, 435
"Apio", 60.93, 351
"Papa", 8.50, 1140
"Durazno", 260.85, 808
"Zanahoria", 27.51, 666
"Calabaza", 20.02, 880
"Frambuesa", 2064.86, 87
"Batata", 17.83, 880
"Lima", 990.36, 170
"Apio", 57.71, 354
"Coliflor", 24.20, 460
"Pepino", 34.19, 460
"Frambuesa", 2012.98, 85
"Banana", 71.97, 920
"Palta", 1112.58, 340
"Brócoli", 337.34, 472
"Higo", 2577.55, 84
"Palta", 506.41, 485
"Mandarina", 18.83, 1150
"Palta", 1162.32, 404
"Lima", 1089.22, 220
"Brócoli", 349.87, 332
"Acelga", 26.98, 756
"Berenjena", 58.82, 486
"Cereza", 1056.06, 162
"Apio", 68.74, 294
"Brócoli", 419.44, 360
"Sandía", 65.82, 1062
"Berenjena", 62.06, 696
"Morrón", 3009.30, 702
"Alcachofa", 139.46, 303
"Pomelo", 50.37, 756
"Frambuesa", 1986.05, 95
"Repollo", 5.80, 700
"Sandía", 70.18, 864
"Coliflor", 37.27, 540
"Acelga", 21.67, 990
"Repollo", 2.48, 665
"Batata", 21.07, 1070
"Naranja", 11.62, 980
"Cereza", 1092.74, 162
"Pera", 147.99, 1150
"Higo", 2478.95, 115
"Lima", 1337.24, 170
"Tomate", 745.75, 801
"Espárrago", 641.29, 214
"Durazno", 254.79, 760
"Coliflor", 23.02, 575
"Melón", 108.73, 384
"Repollo", 4.97, 637
"Pepino", 39.01, 445
"Naranja", 9.70, 910
"Pomelo", 33.06, 837
"Repollo", 4.89, 756
"Lechuga", 35.10, 1071
"Zuccini", 80.13, 666
"TomCherry", 567.58, 190
"Choclo", 50.37, 306
"Rabanito", 216.37, 321
"Durazno", 129.82, 856
"Banana", 66.65, 1060
"Durazno", 290.91, 880
"Higo", 2553.70, 117
"Durazno", 305.74, 920
"Banana", 61.07, 810
"Ciruela", 932.59, 738
"TomCherry", 541.60, 236
"Morrón", 2951.91, 672
"Rabanito", 245.28, 252
"Frutilla", 291.33, 243
"Kinoto", 37.82, 232
"Zuccini", 99.89, 678
"Pera", 147.04, 1080
"Uva", 675.23, 333
"Manzana", 140.47, 1000
"Higo", 2454.25, 90
"Pera", 124.22, 1080
"Durazno", 188.93, 896
"TomCherry", 537.80, 234
"Palta", 1164.46, 472
"Lima", 1264.18, 238
"Durazno", 288.48, 784
"Banana", 63.75, 880
"Lima", 1062.84, 182
"Lechuga", 34.48, 909
"Kiwi", 429.36, 424
"Papa", 8.31, 1050
"Kiwi", 429.84, 444
"Alcachofa", 136.35, 240
"Palta", 450.41, 500
"Acelga", 23.06, 774
"Sandía", 62.03, 1017
"Lima", 1079.44, 184
"Batata", 23.12, 880
"Alcachofa", 126.22, 270
"Acelga", 21.26, 1071
"Champignon", 3603.67, 112
"Rabanito", 228.71, 351
"Apio", 58.92, 294
"Pomelo", 46.59, 1008
"Durazno", 146.86, 824
"Zuccini", 84.08, 708
"Higo", 2498.67, 92
"Kiwi", 479.72, 320
"Pepino", 42.29, 505
"Lima", 1224.30, 166
"Ciruela", 962.47, 873
"Mandarina", 13.67, 820
"Lima", 1249.01, 204
"Lechuga", 34.84, 1008
"Repollo", 4.06, 665
"Zanahoria", 36.87, 672
"Lima", 1232.76, 232
"Choclo", 46.24, 246
"Lima", 1344.41, 166
"Tomate", 775.78, 792
"Pepino", 30.81, 425
"Palta", 1169.00, 420
"Tomate", 732.25, 738
"Tomate", 742.94, 828
